commercial_name_en,commercial_name_ar,scientific_name,manufacturer,drug_class,route,price_egp,matched_api,n_apis_in_product
FLEXALL 60 GM MASSAGE GEL,فليكسالل ماسساجي,CAMPHOR OIL+MENTHOL CRYSTALS+PANTHENOL+EUCALYPTUS OIL+SALICYLIC ACID GLYCERIN+CARBOMER+XANTHAN GUM+TRIETHANOLAMINE+ETHANOL (95%)+TEA TREE OIL+PROPYL PARABEN+METHYL PARABEN+WATER,NILE COSMOTICS > INNOGEN PHARMA,MASSAGE GEL,TOPICAL,75.0,menthol,1
FLEXASTRA 100 GM MASSAGE GEL,فليكساسترا ماسساجي,(10 INGREDIENTS) EUCALYPTUS OIL-CAMPHOR - MENTHOL- PEPPERMINT  - TRIETHANOLAMIN - GLYCERIN,DREAMS ELHABOBA > ASTRA MRC PHARMA,MASSAGE GEL,UNKNOWN,65.0,menthol,1
FLEXEZE MASSAGE GEL 100 GM,فليكسيزي ماسساجي,GLUCOSAMIN+CHONDROITIN+MSM+METHYL SALICYLAT+GINGER+MENTHOL+OILS(EUCALYPTUS+MINT+THYM+ALMOND+CAMPHOR),ITALIAN COSMETICS COMPANY > INTERNOVO COMPANY,MASSAGE GEL,TOPICAL,125.0,menthol,1
FLEXEZE MASSAGE GEL 50 GM,فليكسيزي ماسساجي,GLUCOSAMIN+CHONDROITIN+MSM+METHYL SALICYLAT+GINGER+MENTHOL+OILS(EUCALYPTUS+MINT+THYM+ALMOND+CAMPHOR),ITALIAN COSMETICS COMPANY > INTERNOVO COMPANY,MASSAGE GEL,TOPICAL,75.0,menthol,1
FLEXFEEL MASSAGE GEL 75 GM,فليكسفيل ماسساجي,EUCALYPTUS OIL+MENTHOL+CAMPHOR OIL+CLOVE OIL+CINNAMON OIL+PEPPERMINT OIL,> EGYSTAR PHARM,MASSAGE,TOPICAL,75.0,menthol,1
FLEXFREE MASSAGE CREAM 100 GM,فليكسفري ماسساجي,CAMPHOR+EUCALYPTUS OIL+MENTHOL+GLYCERIN,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > ADVENT PHARMA,MASSAGE CREAM,TOPICAL,135.0,menthol,1
FLEXFREE MASSAGE CREAM 60 GM,فليكسفري ماسساجي,CAMPHOR+EUCALYPTUS OIL+MENTHOL+GLYCERIN,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > ADVENT PHARMA,MASSAGE CREAM,TOPICAL,85.0,menthol,1
FLEXJO 100 GM MASSAGE CREAM,فليكسجو ماسساجي,AQUA+EUGENIA CARYOPHYLLUS FLOWER EXTRACT+PERSEA GRATISSIMA OIL+NIACINAMIDE+EUCALYPTUS GLOBULUS LEAF OIL+MENTHA PIPERITA OIL+MENTHOL+THYMOL+CAMPHOR+TRIETHANOLAMINE+GLYCERIN+ALLANTOIN+PROPYLENE GLYCOL+PRUNUS AMYGDALUS+DULCIS OIL+DMDM HYDANTOIN+POLYSORBATE20+ALCOHOL DENAT+PANTHENOL+PARAFFINUM LIQUIDUM+BEESWAX+STEARIC ACID+GLYCERYL STEARATE+CETYL ALCOHOL .,EGYPTIAN COMPANY FOR COSMETICS (E.C.C) > VITA MIDDLE EAST PHARMA,MASSAGE CREAM,TOPICAL,120.0,menthol,1
FLOWDON MASSAGE CREAM 60 GM,فلوودون ماسساجي,CAMPHOR+MENTHOL+EUCALYPTUS,NIKIM SPECIAL CHEMICALS > RIVERA PHARM,MASSAGE CREAM,TOPICAL,36.0,menthol,1
FLUMINARE ADVANCED GEL 50 GM,فلوميناري أدفانسيد,HEMP SEED OIL+ARNICA MONTANA+THYME OIL+EUCALYPTUS OIL+CLOVE OIL+CAMPHOR OIL+MENTHOL+GREEN TEA EXTRACT+CANOLA OIL,SMARTEC > INTERNOVO,MASSAGE GEL,TOPICAL,89.0,menthol,1
FLURODAM MOUTH SPRAY,فلورودام موث,CAMPHOR+MENTHOL+CLOVE+CHLORHEXIDINE,EGYPTIAN COMPANY FOR COSMETICS > DAM PHARM,ORAL CARE,UNKNOWN,55.0,menthol,1
FORACT MASSAGE CREAM 100 GM,فوراكت ماسساجي,GLUCOSAMINE HCL+CHONDROITIN SULFATE+MSM+METHYL SALICYLATE+GINGER+MENTHOL+EUCALYPTUS OIL+CAMPHOR OIL,ITALIAN COSMETICS COMPANY > NEO PHARMA,MASSAGE CREAM,TOPICAL,125.0,menthol,1
FORACT MASSAGE CREAM 50 GM,فوراكت ماسساجي,GLUCOSAMINE HCL+CHONDROITIN SULFATE+MSM+METHYL SALICYLATE+GINGER+MENTHOL+EUCALYPTUS OIL+CAMPHOR OIL,ITALIAN COSMETICS COMPANY > NEO PHARMA,MASSAGE CREAM,TOPICAL,75.0,menthol,1
FORMA WELL 120 ML MASSAGE SPRAY,فورما ويلل ماسساجي,CAMPHOR  MENTHOL  EUCALYPTUS,HI CARE > SPHINX,ANALGESIC,UNKNOWN,160.0,menthol,1
FORMAGE MASSAGE CREAM 100 GM,فورماجي ماسساجي,MENTHOL OIL+EUCALYPTUS OIL+CAMPHOR OIL+CLOVE OIL,> UNITED INTERNATIONAL PHARMA,MASSAGE CREAM,TOPICAL,95.0,menthol,1
FORMAGE MASSAGE CREAM 50 GM,فورماجي ماسساجي,MENTHOL OIL+EUCALYPTUS OIL+CAMPHOR OIL+CLOVE OIL,> UNITED INTERNATIONAL PHARMA,MASSAGE CREAM,TOPICAL,62.0,menthol,1
FOUR VENT SYRUP 125ML,فور فينت,BROMHEXINE+GUAIFENESIN+MENTHOL+TERBUTALINE,MEDIZEN PHARMACEUTICAL INDUSTRIES,COUGH PRODUCTS,ORAL.LIQUID,24.0,menthol,1
FREE TRUST CREAM 75 GM,فري تروست,CAMPHOR OIL+EUCALYPTUS OIL+PEPPERMINTOIL+MENTHOL OIL+TRUMERIC OIL+CLOVE OIL,DREAMS ELHABOBA > PHARMA GRAM,MASSAGE CREAM,TOPICAL,40.0,menthol,1
FREEFEM WASHABLE GEL 250 ML,فريفيم واشابلي,CHLORHEXIDINE+NA LAURYL ETHER SULPHATE+BETAINE+MENTHOL CRYSTAL+TEA TREE OIL+THYMOL EXTRACT,DREAMS ELHABBOUBA > BEAUTY PHENOMENA,VAGINAL CARE,VAGINAL,55.0,menthol,1
FREEMED 50GM MASSAGE CREAM,فريميد ماسساجي,CAMPHOR+MENTHOL+EUCALYPTUS+PEPPEMINT,SMARTEC > RECOVERY PHARMA,MASSAGE CREAM,TOPICAL,80.0,menthol,1
FREEVAC 200 ML MASSAGE SPRAY,فريفاك ماسساجي,MAGNESIUM+MENTHOL+CAMPHOR+EUCALYPTUS,KEMPETRO > INVAC THERAPEUTICS,MASSAGE SPRAY,UNKNOWN,285.0,menthol,1
FREEVAC 75 GM MASSAGE GEL,فريفاك ماسساجي,MAGNESIUM+MENTHOL+EUCALYPTUS,SMARTEC PHARMACEUTICAL > INVAC THERAPEUTICS,MASSAGE GEL,TOPICAL,125.0,menthol,1
FREEZLLEZA MASSAGE SPRAY 120 ML,فريزلليزا ماسساجي,CAMPHOR OIL+MENTHOL+EUCALYPTUS OIL,DREAMS EL HABOBA > BELLEZA PHARMA,MASSAGE,SPRAY,235.0,menthol,1
FRESAGE GEL 100 GM,فريساجي,MENTHOL+CAMPHOR+METHYL SALICYLATE,DREAMS > MEDTRONIC,MASSAGE,TOPICAL,95.0,menthol,1
FRESHTELD ORAL SPRAY 60 ML,فريشتيلد أورال,EUCALYPTUS+MENTHOL+PROPOLIS+VIT.E+HEDERA HELIX+CHLORHEXIDINE,DREAMS EL HABOBA > TELDA PHARMA,ORAL CARE,SPRAY,69.75,menthol,1
FRESHWAL MOUTH WASH 250 ML,فريشوال موث واش,THYMOL+MENTHOL CRYSTALS+SODIUM FLUORIDE+CLOVE OIL+CHLORHEXIDINE DIGLUCONATE,HI-CARE > TADAWI EGYPT,ORAL CARE,MOUTH,13.75,menthol,1
FROST GEL 100 GM,فروست,MENTHOL+CHAMOMILE+LAVENDER+PROPYLENE GLYCOL+GLYCERIN,MACRO GROUP PHARMACEUTICALS,MASSAGE CREAM,TOPICAL,125.0,menthol,1
FRUTINA FOOT SPRAY 100 ML,فروتينا فوت,PANTHENOL+CLOROHEXDINE+CLOVE EXTRACT+VIT. E+MENTHOL+TEA TREE OIL,ITALIAN COSMETICS COMPANY > SPIRIT PHARMA,SPRAY FOR FOOT ODOUR,UNKNOWN,60.0,menthol,1
GAMAGEN GEL 50 GM,جاماجين,MENTHOL+CAMPHOR+HERBAL EXTRACTS+COLLAGEN+HYALURONIC ACID,DREAMS EL HABBOBA > GAMA PHARMA,MASSAGE gel,TOPICAL,50.0,menthol,1
GEENBEST MASSAGE CREAM 50 GM,جينبيست ماسساجي,MENTHOL+EUCALYPTUS OIL+CAMPHOR OIL,COSMOPACK > LA VENTE PHARMA,MASSAGE,TOPICAL,120.0,menthol,1
GEENBEST MASSAGE CREAM 75 GM,جينبيست ماسساجي,MENTHOL+EUCALYPTUS+CAMPHOR OIL,COSMOPACK > LA VENTE PHARMA,MASSAGE,TOPICAL,150.0,menthol,1
GEMIS COOK LIFE MASSAGE CREAM 75GM,جيميس كوك ليفي ماسساجي,MENTHOL+CAMPHOR OIL+CINNAMON OIL+MENTHA PIPERITA+OTHER NATURAL SOOTHING AND ANALGESIC INGREDIENTS,PHARMA TONIC > GEMIS COOK,MASSAGE CREAM,TOPICAL,190.0,menthol,1
GENA ROSE 200ML,جينا روسي,CITRIC ACID+ALOE VERA EXTRACT+TEA TREE OIL+CHLORHEXIDINE+TRICLOSAN+CHAMOMILE EXT+SAGE OIL+MENTHOL CRYSTALS+THYME OIL,LEADER COSMETICS > PHARMACIA ELITE,VAGINAL CLEANSER,VAGINAL,24.0,menthol,1
GENAROSE VAG.DOUCHE 200 ML,جيناروسي فاج,CITRIC ACID+THYME OIL+SAGA OIL+MENTHOL CRYSTALS+ALOE VERA EXTRACT,LEADER COSMETICS > PHARMACIA ELITE,VAGINAL WASH,VAGINAL,70.0,menthol,1
GENION VAGINAL SOLUTION 250 ML,جينيون,CHLORHEXDINE+TEA TREE+THYME+MENTHOL+CHAMOMILE+CAMPHOR,ECC > YEVIRA,VAGINAL WASH,UNKNOWN,32.5,menthol,1
GICTONIF TOP. GEL 20 GM,جيكتونيف توب,IBUPROFEN+LEVOMENTHOL,ZAD,NSAID.PROPIONIC ACID DERIVATIVES,TOPICAL,22.0,menthol,1
GLASGOW MASSAGE CREAM 60 GM,جلاسجوو ماسساجي,METHYL SALICYLATE+MENTHOL+CAMPHOR,HI CARE > BIOTEC,MASSAGE CREAM,TOPICAL,45.0,menthol,1
GLOBAL MOTION GEL 50GM,جلوبال موتيون,MENTHOL+CLOVE OIL+CAMPHOR OIL+EUCALYPTUS OIL+PEPPERMINT OIL+GLYCERINE,PANAX > DAWATECH,MASSAGE GEL,TOPICAL,32.0,menthol,1
GOFIX BRO 50 GM GEL,جوفيكس برو,MENTHOL. CAMPHOR. METHYLSALYSLATE,AL NIL > BRO CARE PHARMA,MASSAGE GEL,TOPICAL,65.0,menthol,1
GOLD CLEANSING GEL 250ML,جولد كليانسينج,ALOE VERA+PANTHENOL+GLYCERIN+MENTHOL+TEA TREE OIL+THYMOL+CHAMOMILE,MACRO GROUP PHARMACEUTICALS,VAGINAL CARE,VAGINAL,55.0,menthol,1
GOLD PLUS VAG.DOUCHE 250 ML,جولد بلوس فاج,MENTHOL+ALOE VERA+CHAMOMILE EXTRACT+LEXOL 300+GLYCERIN+COCAMIDOPROPYL BETAINE+PEG 7+METHYL PARABEN+F,MACRO GROUP PHARMACEUTICALS,VAGINAL CARE,VAGINAL,100.0,menthol,1
GOLDEN TOPICAL LOTION 60ML,جولدين,ALCOHOL+MENTHOL+TEA TREE OIL+UREA+METHYL SALICYLATE+CAPSACIN+CAMPHOR,EL-HELOU PERFUMES & COSMETICS > ALLIANCE PHARMA,ANALGESIC,UNKNOWN,14.95,menthol,1
GRANDRAY MASSAGE SPRAY 125 ML,جراندراي ماسساجي,MENTHOL+ OILS(CAMPHOR+EUCALYPTUS+AVOCADO+CLOVE+THYME+PEPPERMINT)+PANTHENOL+VITAMIN(C+E)+GLYCERIN,ITALIAN COSMETICS COMPANY > KARMA FOR COSMETICS,MASSAGE CREAM,SPRAY,95.0,menthol,1
GREEN MASSAGE OIL SPRAY,جرين ماسساجي أويل,MENTHOL+CAMFER+AVOCADO OIL+EUCOLUPTES OIL,EVETA FOR COUSMATICS > ADVICED MEDICAL GROUP,MASSAGE OIL SPRAY,UNKNOWN,200.0,menthol,1
GUM-C MOUTH WASH 120 ML,جوم-ك موث واش,THYME EXTRACT+MENTHOL+CLOVE OIL+VITAMIN C+GLYCERIN,HI-CARE > FALCON GROUP,ORAL CARE,MOUTH,29.5,menthol,1
HALOSOFT 120 ML LOTION,هالوسوفت,ZINC OXIDE+CHAMOMMILE+THYMOL+MENTHOL+GLYCERINE+OLIVE OIL,HI-CARE PHARMACEUTICALS > HELWAN PHARMACEUTICALS,SKIN LOTION,UNKNOWN,40.0,menthol,1
HANZA MASSAGE GEL 50 GM,هانزا ماسساجي,CAMPHOR OIL+EUCALYPTUS OIL+MENTHOL OIL,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > HANZA PHARMA,MASSAGE,TOPICAL,100.0,menthol,1
HAYAR 50 GM MASSAGE CREAM,هايار ماسساجي,POMEGRANATE EXTRACT+CAMPHOR OIL+MENTHOL+EUCALYPTUS OIL+CLOVE OIL+VITAMIN C,EVITA > HERBACARE GLOBAL,MASSAGE CREAM,TOPICAL,35.0,menthol,1
HEALTHY ROSE 200 ML FEMININE WASH,هيالثي روسي فيمينيني واش,CHLORHEXIDINE -MENTHOL-THYME EXTRACT-CHAMOMILE EXTRACT -TEA TREE OIL-GLYCERINE,NILE COSMETICS > BLU CARE,FEMININE WASH,VAGINAL,65.0,menthol,1
HEAT COMFORT CREAM 20 GM,هيات كومفورت,EUCALYPTUS OIL+MENTHOL+METHYL SALICYLATE+TERPENTINE OIL,EL NILE.,ANALGESIC,TOPICAL,9.5,menthol,1
HEAT COMFORT CREAM 50 GM,هيات كومفورت,EUCALYPTUS OIL+MENTHOL+METHYL SALICYLATE+TERPENTINE OIL,EL NILE.,ANALGESIC,TOPICAL,16.0,menthol,1
HEPTA PANTHENOL BETA CREAM 50 GM,هيبتا بانثينول بيتا,BETA-SITOSTEROL+PANTHENOL+ALLANTOIN+SHEA BUTTER+MENTHOL+RICE BRAN OIL+SAGE EXTRACT+ZINC OXIDE+FLAX SEED OIL+SALICYLIC ACID+VITAMIN A+TEA TREE OIL,> HEPTA,SKIN CARE,TOPICAL,150.0,menthol,1
HEXA OIL TOPICAL SPRAY 100 ML,هيكسا أويل,PEPPERMINT OIL+OLIVE OIL+CLOVE OIL+MENTHOL+CAMPHOR+ISOPROPYL ALCOHOL,EGYPTIAN CO. FOR COSMETICS (E.C.C.) > PEARLA PHARM,MASSAGE CREAM,SPRAY,94.95,menthol,1
HEXAGO MASSAGE CREAM,هيكساجو ماسساجي,MENTHOL+CAMPHOR+EUCALYPTUS+CLOVE OIL,SMARTEC > HEXA PHARMA INTERNATIONAL,MASSAGE CREAM,ORAL.SOLID,40.0,menthol,1
HI HOP MASSAGE GEL 60 GM,هي هوب ماسساجي,EMU OIL+MENTHOL+CAMPHORA BARK OIL+,PANAX PHARMA > NANO CURA,MASSAGE GEL,TOPICAL,59.0,menthol,1
HI-COOL MASSAGE CREAM 100 GM,هي-كول ماسساجي,CAMPHOR+MENTHOL+EUCALYPTUS+METHYL SALICYLATE,DREAMS EL HABBOBA > DRUG PHARMA EGYPT,MASSAGE CREAM,TOPICAL,39.0,menthol,1
HI-FORTE CREAM 50 GM,هي-فورتي,PEPPERMINT+THYME+MENTHOL+EUCALYPTOL+CAMPHOR+CLOVE+CINNAMON+CANOLA+VITAMIN C+VITAMIN E,EGYPTIAN COMPANY FOR COSMETICS > PEARLA PHARM,ANALGESIC,TOPICAL,28.95,menthol,1
HI-FORTE GEL 60 GM,هي-فورتي,MENTHOL+CAMPHOR+CLOVE OIL+PANTHENOL,EGYPTIAN COMPANY FOR COSMETICS > PEARLA PHARM,MASSAGE CREAM,TOPICAL,25.75,menthol,1
HIDERM CREAM 50 GM,هيديرم,GLYCERIN+ZINC OXIDE+OLIVE OIL+MENTHOL+TITANIUM DIOXIDE+LANOLIN,HI-CARE > AVANO PHARMA,SKIN CARE.MOISTURIZING,TOPICAL,60.0,menthol,1
HIDERM TOPICAL LOTION 100ML,هيديرم,GLYCERIN+ZINC OXIDE+OLIVE OIL+MENTHOL+TITANIUM DIOXIDE+LANOLIN,HI-CARE > AVANO PHARMA,SKIN CARE.MOISTURIZING,UNKNOWN,60.0,menthol,1
HILLAN MASSAGE CREAM 50 GM,هيللان ماسساجي,MENTHOL+EUCALYPTUS+CAMPHOR+CLOVE+SHARK OIL+OLIVE OIL+PEPPERMINT OIL+MINERAL OIL+BEES WAX+CETYL ALCOHOL,EGYPTIAN COMPANY FOR COSMETICS (E.C.C) > GOLD PHARM,MASSAGE CREAM,TOPICAL,61.0,menthol,1
HIMAX CREAM 30 GM,هيماكس,MENTHOL+EUCALYPTUS+CAMPHOR+METHYL SALICYLATE,HI-CARE > ROVENTIS PHARMA,MASSAGE CREAM,TOPICAL,75.0,menthol,1
HIMAX CREAM 60 GM,هيماكس,MENTHOL+EUCALYPTUS+CAMPHOR+METHYL SALICYLATE,HI-CARE > ROVENTIS PHARMA,MASSAGE CREAM,TOPICAL,110.0,menthol,1
HIMAX MASSAGE GEL 30 GM,هيماكس ماسساجي,MENTHOL+EUCALYPTUS+CAMPHOR+METHYL SALICYLATE,HI-CARE > ROVENTIS PHARMA,MASSAGE CREAM,TOPICAL,75.0,menthol,1
HIMAX TOPICAL SPRAY 100 ML,هيماكس,MENTHOL+EUCALYPTUS+CAMPHOR+METHYL SALICYLATE,HI-CARE > ROVENTIS PHARMA,ANALGESIC,SPRAY,175.0,menthol,1
HOFFY MAX MASSAGE GEL 60 GM,هوففي ماكس ماسساجي,MENTHOL+CAMPHOR+EUCALYPTUS EXTRACT,SMARTEC PHARMACEUTICALS AND COSMETICS > HOFFEN PHARMA,MASSAGE GEL,TOPICAL,65.0,menthol,1
HORI-REST 60 GM CREAM,هوري-ريست,PEPPERMINT OIL+GLYCERIN+MENTHOL OIL+CLOVE OIL+TEA TREE OIL+CAMPHOR OIL+EUCALYPTUS OIL+VITAMIN E,BRAND INTERNATIONAL > HORIZON PHARMA,MASSAGE CREAM,TOPICAL,60.0,menthol,1
HORUS MASSAGE CREAM  50GRAM,هوروس ماسساجي 50جرام,CAMPHOR OIL+MENTHOL+EUCALYPTUS+PANTHINOL+GLYCRINE,DREAMS > HORUS PHARMA,MASSAGE CREAM,UNKNOWN,35.0,menthol,1
HYDRO LOTION 100 ML,هيدرو,ZINC OXIDE+OLIVE OIL+GLYCERIN+TOCOPHEROL (VITAMIN E)+CHAMOMILE EXT+PANTHENOL+MENTHOL,HI-CARE > ROVENTIS PHARMA,SKIN CARE.MOISTURIZING,UNKNOWN,60.0,menthol,1
HYGIMAZ VAGINAL WASH 250ML,هيجيماز واش,TRICLOSAN+CHLORHEXIDINE+CHAMOMILE OIL+ALOE VERA OIL+MENTHOL OIL+TEA TREE OIL,DBK FOR PHARMACEUTICAL INDUSTRIES > ALMAZ PHARMA,VAGINAL WASH,VAGINAL,35.0,menthol,1
IBUMENTOL TOP. GEL 100 GM (N/A),إبومينتول توب,IBUPROFEN+LEVOMENTHOL,DBK PHARMA > PARKVILLE,NSAID.PROPIONIC ACID DERIVATIVES,TOPICAL,48.75,menthol,1
IBUMENTOL TOP. GEL 50 GM,إبومينتول توب,IBUPROFEN+LEVOMENTHOL,DBK PHARMA > PARKVILLE,NSAID.PROPIONIC ACID DERIVATIVES,TOPICAL,47.0,menthol,1
IBUPROSOL TOPICAL GEL 100 GM,إبوبروسول,IBUPROFEN+LEVOMENTHOL,AUG PHARMA,NSAID.PROPIONIC ACID DERIVATIVES,TOPICAL,40.0,menthol,1
ICE HOT MASSAGE GEL 50 GM,إسي هوت ماسساجي,MENTHOL CRYSTALS+CAMPHOR+EUCALYPTUS OIL+CLOVE OIL+TEA TREE OIL,LEADER COSMETICS & PERFUMES CO. > CINCO PHARMA CO.,MASSAGE CREAM,TOPICAL,39.95,menthol,1
ICE RAMP MASSAGE GEL 75 GM,إسي رامب ماسساجي,GLUCOSAMINE+CAMPHOR OIL+MENTHOL OIL+EUCALYPTUS OIL+PEPPERMINT OIL+PANTHENOL,HEALTHY GROUP > MEPCO PHARMA,MASSAGE CREAM,TOPICAL,35.0,menthol,1
ICEBERG 100 ML MASSAGE SPRAY,إسيبيرج ماسساجي,MENTHOL+CAMPHOR+EUCALYPTUS+MAGNESIUM,COSMOPACK > METABIOTICS,MASSAGE SPRAY,UNKNOWN,150.0,menthol,1
IMPACTA MASSAGE CREAM 50 GM,إمباكتا ماسساجي,MENTHOL CRYSTALS+EUCALYPTUS OIL+CAMPHOR OIL+AVOCADO OIL+CLOVE EXTRACT+CAFFEINE,HI-CARE > FAMECO HEALTHCARE,ANALGESIC,TOPICAL,45.0,menthol,1
IMPACTA MASSAGE GEL 50 GM,إمباكتا ماسساجي,MENTHOL CRYSTALS+EUCALYPTUS OIL+CAMPHOR OIL+AVOCADO OIL+CLOVE EXTRACT+CAFFEINE,HI-CARE > FAMECO HEALTHCARE,ANALGESIC,TOPICAL,48.0,menthol,1
INOSAGE GEL 60 GM,إنوساجي,EUCALYPTUS+MENTHOL+COMPHOR+VIT E,ITALIAN COSMETICS > INCEPTION PHARMA,MASSAGE GEL,TOPICAL,59.0,menthol,1
INSTANT ICE SPRAY 200 ML,إنستانت إسي,MENTHOL+MENTHYL LACTATE,SAMRITAZ > ELARABI MEDICAL,MASSAGE,SPRAY,280.0,menthol,1
INSTANT ICE SPRAY 400 ML,إنستانت إسي,MENTHOL+MENTHYL LACTATE,SAMRITAZ > ELARABI MEDICAL,MASSAGE,SPRAY,345.0,menthol,1
INTARG GEL 75 GM,إنتارج,EQUISETUM ARVENSE+MENTHOL+THYMUS+VIT E+EUCALYPTUS,SMARTEC PHARMACEUTICAL AND COSMETICS > MEDIXIR PHARMA,MASSAGE GEL,TOPICAL,75.0,menthol,1
INTEGROL ROLL ON 75 ML,إنتيجرول رولل أون,CAMPHOR+EUCALYPTUS+MENTHOL,COSMOPACK > INTEGRO PHARMA,MASSAGE CREAM,TOPICAL,55.0,menthol,1
INTEGROLAX GEL 50 GM,إنتيجرولاكس,CAMPHOR+EUCALYPTUS+MENTHOL,COSMOPACK > INTEGRO PHARMA,MASSAGE CREAM,TOPICAL,40.0,menthol,1
JASE MOUTH WASH 250 ML,جاسي موث واش,CHLORHEXIDINE GLUCONATE+THYMOL+MENTHOL+CLOVE OIL+GLYCERINE,HI-CARE > CASTLE CARE,ANTISEPTIC SOLUTION.ORAL MOUTH WASH,MOUTH,22.0,menthol,1
JASMOLINE MASSAGE SPRAY 120 ML,جاسموليني ماسساجي,MENTHOL+CAMPHOR+EUCALYPTUS+PEPPERMINT OIL+CLOVE OIL,EGYPTIAN CO. FOR COSMETICS > ALJASMINE PHARMA GROUP,MASSAGE SPRAY,SPRAY,75.0,menthol,1
JINO MASSAGE GEL 50 GM,جينو ماسساجي,CAMPHOR OIL+EUCALYPTUS+MENTHOL CRYSTAL,> LEVANA,MASSAGE GEL,TOPICAL,38.0,menthol,1
JO-EASE 60 GM MASSAGE GEL,جو-إاسي ماسساجي,CAMPHOR OIL+PEPPERMINT OIL+EUCALYPTUS OIL+COLVE OIL+THYME OIL+MENTHOL CRYSTALS+CAJAPUT OIL+COCONUT OIL+PANTHENOL+ALLANTION+PEG-40 HYDROGENATED CASTOR OIL+POLYSORBATE 80+VIT E+GLYCERIN+CARBOMER+CITRIC ACID+PHENOXYETHANOL+POTASSIUM SORBATE+HARPAGOPHYLUM PROCUMBENS ROOT EXTRACT+EQUISETUM ARVENSE EXTRACT+WATER,NILE COSMETIC > MSK PHARMA,MASSAGE GEL,TOPICAL,32.0,menthol,1
JOPLEX GEL 120 GM,جوبليكس,HORSE CHESTNUT+GLUCOSAMINE+MENTHOL+EUCALYPTUS OIL+CLOVE OIL+CHAMOMILE OIL,ITALIAN COMPANY > A.M.I.CO,ANALGESIC,TOPICAL,37.0,menthol,1
JULIANA 250 ML VAGINAL DOUSH,جوليانا دوش,ROSA DAMASCENA FLOWER+CITRIC ACID+CHLORHEXIDINE+THYMUS VULGARIS EXTRACT+ALOE VERA LEAF+CHAMOMILLA RECUTITA EXTRACT+MENTHOL+MELALEUCA ALTERNIFOLIA LEAF,DREAMS EL HABOBA > PDRTC,INTIMATE FEMININE WASH,VAGINAL,90.0,menthol,1
K-VAL ACNE LOTION 80 ML,ك-فال أكني,GLYCEROL+SALICYLIC ACID+MENTHOL,> KEMPETRO FOR CHEMICAL INDUSTRIES,ANTI-ACNE,UNKNOWN,38.0,menthol,1
KATOLER 100 GM MASSAGE CREAM,كاتولير ماسساجي,MENTHOL+CAMPHOR+EUCALYPTUS+GLYCERIN,ITALIAN COSMETICS COMPANY > BEESAN PHARMA,MASSAGE CREAM,TOPICAL,65.0,menthol,1
KEEP ACTIVE  120 ML NASAL SPRAY,كيب أكتيفي,EQUISETUM ARVENSE EXTRACT+GLYCERIN+CAJAPUT OIL+MENTHOL+EUCALYPTUS EXTRACT+CAMPHOR OIL+TOCOPHEROL+EUGENOL,SMARTEC PHARMACEUTICAL AND COSMETICS > PADOVA PHARMA,MASSAGE SPRAY,SPRAY,125.0,menthol,1
KENARA MOUTH WASH 250 ML,كينارا موث واش,THYMOL+MENTHOL CRYSTALS+CHLORHEXIDINE DIGLUCONATE+GLYCERIN,MACRO GROUP PHARMACEUTICALS,ORAL CARE,MOUTH,25.0,menthol,1
KERAFLEX CREAM 60 GM,كيرافليكس,METHYL SULFONYL METHANE+CLOVE OIL+MENTHOL+EUCALYPTUS OIL+CAMPHOR,EGYPTIAN COMPANY FOR COSMETICS > PRIME PHARMA,MASSAGE CREAM,TOPICAL,27.0,menthol,1
KERAFLEX GEL 60 GM,كيرافليكس,METHYL SULFONYL METHANE+CLOVE OIL+MENTHOL+EUCALYPTUS OIL+CAMPHOR,EGYPTIAN COMPANY FOR COSMETICS > PRIME PHARMA,MASSAGE CREAM,TOPICAL,42.0,menthol,1
KERAFLEX ROLL-ON 75 GM,كيرافليكس رولل-أون,METHYL SULFONYL METHANE+CLOVE OIL+MENTHOL+EUCALYPTUS OIL+CAMPHOR,EGYPTIAN COMPANY FOR COSMETICS > PRIME PHARMA,MASSAGE CREAM,TOPICAL,45.0,menthol,1
KIMPTON SHAMPOO 150 ML,كيمبتون,SELENIUM SULFIDE+PIROCTONE OLAMINE+ZINC PYRTHIONE+SALICYLIC ACID+CITRIC ACID+CITRUS LEMON+ALOE VERA+EMU OIL+MENTHOL CRYSTALS+ROSEMARY+CAFFEINE+TEA TREE+BIOTIN+KERATIN+SAW PALMETTO+OLIVE OIL+JOJOBA OIL+PANTHENOL+THYME,EGYPTIAN CO. FOR COSMETICS > MEROZA PHARMA,HAIR CARE,TOPICAL,239.0,menthol,1
KLENVA VAG.DOUCHE 250 ML,كلينفا فاج,ALUM+CHAMOMILE EXTRACT+THYMOL+MENTHOL+METHYL PARABEN+CITRIC ACID,MACRO GROUP PHARMACEUTICALS,VAGINAL CARE,VAGINAL,90.0,menthol,1
KOOLFLEX MASSAGE GEL,كولفليكس ماسساجي,MENTHOL+CAMPHOR,SMARTEC > EVERA,MASSAGE GEL,TOPICAL,120.0,menthol,1
KOOLMENT MASSAGE 100 GM CREAM,كولمينت ماسساجي,CAMPHOR+MENTHOL+EUCALYPTYS,ELMASRYA.CO(ECC) > GLOBEPHARM,MASSAGE CREAM,TOPICAL,170.0,menthol,1
